Sample,Individual,Tooth,Specimen,Bulk_Intra,DistERJ,Site,Species,Cultural_Period,Cultural_Phase,Urban_Period,d18O,d13C
ALM_033_a,ALM_033,M2,ALM_033_M2,Intra,24,ALM,Bos indicus,MHar,MHar iii,Urban,-0.7,2.1
ALM_033_b,ALM_033,M2,ALM_033_M2,Intra,21,ALM,Bos indicus,MHar,MHar iii,Urban,-1.4,1.9
ALM_033_c,ALM_033,M2,ALM_033_M2,Intra,18,ALM,Bos indicus,MHar,MHar iii,Urban,-1.2,1.9
ALM_033_d,ALM_033,M2,ALM_033_M2,Intra,15,ALM,Bos indicus,MHar,MHar iii,Urban,-0.7,2
ALM_033_e,ALM_033,M2,ALM_033_M2,Intra,12,ALM,Bos indicus,MHar,MHar iii,Urban,-1,2.2
ALM_033_g,ALM_033,M2,ALM_033_M2,Intra,9,ALM,Bos indicus,MHar,MHar iii,Urban,-2.1,2.9
ALM_034_a,ALM_034,M2,ALM_034_M2,Intra,25,ALM,Bos indicus,MHar,MHar iii,Urban,0.2,-0.6
ALM_034_c,ALM_034,M2,ALM_034_M2,Intra,20,ALM,Bos indicus,MHar,MHar iii,Urban,-1,0.4
ALM_034_e,ALM_034,M2,ALM_034_M2,Intra,15,ALM,Bos indicus,MHar,MHar iii,Urban,-1.8,1.2
ALM_034_f,ALM_034,M2,ALM_034_M2,Intra,10,ALM,Bos indicus,MHar,MHar iii,Urban,-0.9,2.6
ALM_034_g,ALM_034,M2,ALM_034_M2,Intra,7,ALM,Bos indicus,MHar,MHar iii,Urban,-2,1.7
ALM_035_a,ALM_035,M2,ALM_035_M2,Intra,18,ALM,Boselaphus tragocamelus,MHar,MHar iii,Urban,0.2,0.6
ALM_035_b,ALM_035,M2,ALM_035_M2,Intra,15,ALM,Boselaphus tragocamelus,MHar,MHar iii,Urban,0.7,1.1
ALM_035_c,ALM_035,M2,ALM_035_M2,Intra,13,ALM,Boselaphus tragocamelus,MHar,MHar iii,Urban,1.1,1.6
ALM_035_e,ALM_035,M2,ALM_035_M2,Intra,7,ALM,Boselaphus tragocamelus,MHar,MHar iii,Urban,1.3,2.4
ALM_035_f,ALM_035,M2,ALM_035_M2,Intra,5,ALM,Boselaphus tragocamelus,MHar,MHar iii,Urban,0.2,2.9
ALM_036_a,ALM_036,M3,ALM_036_M3,Intra,26,ALM,Bos indicus,MHar,MHar iii,Urban,-1.9,3.4
ALM_036_b,ALM_036,M3,ALM_036_M3,Intra,23,ALM,Bos indicus,MHar,MHar iii,Urban,-2.4,3.6
ALM_036_c,ALM_036,M3,ALM_036_M3,Intra,20,ALM,Bos indicus,MHar,MHar iii,Urban,-2.9,3.7
ALM_036_d,ALM_036,M3,ALM_036_M3,Intra,17,ALM,Bos indicus,MHar,MHar iii,Urban,-3.4,3.8
ALM_036_e,ALM_036,M3,ALM_036_M3,Intra,14,ALM,Bos indicus,MHar,MHar iii,Urban,-3.7,3.8
ALM_036_f,ALM_036,M3,ALM_036_M3,Intra,11,ALM,Bos indicus,MHar,MHar iii,Urban,-3.5,3.4
ALM_036_g,ALM_036,M3,ALM_036_M3,Intra,8,ALM,Bos indicus,MHar,MHar iii,Urban,-3.1,3
ALM_036_h,ALM_036,M3,ALM_036_M3,Intra,4,ALM,Bos indicus,MHar,MHar iii,Urban,-1,2.8
ALM_088_c,ALM_088,m3,ALM_088_m3,Intra,26.5,ALM,Antilope cervicapra,MHar,MHar iii,Urban,-2.3,1.7
ALM_088_e,ALM_088,m3,ALM_088_m3,Intra,7.5,ALM,Antilope cervicapra,MHar,MHar iii,Urban,-1,-2.6
ALM_128_a,ALM_128,M3,ALM_128_M3,Intra,19,ALM,Bos gaurus,MHar,MHar iii,Urban,-2.9,1.3
ALM_128_b,ALM_128,M3,ALM_128_M3,Intra,16,ALM,Bos gaurus,MHar,MHar iii,Urban,-2.6,0.7
ALM_128_c,ALM_128,M3,ALM_128_M3,Intra,12,ALM,Bos gaurus,MHar,MHar iii,Urban,-1.6,0
ALM_128_d,ALM_128,M3,ALM_128_M3,Intra,10,ALM,Bos gaurus,MHar,MHar iii,Urban,0.7,-0.9
ALM_128_e,ALM_128,M3,ALM_128_M3,Intra,7,ALM,Bos gaurus,MHar,MHar iii,Urban,0.3,-1.4
ALM_135_a,ALM_135,m3,ALM_135_m3,Intra,25,ALM,Ovis aries,MHar,MHar iii,Urban,-1.7,-2.1
ALM_135_b,ALM_135,m3,ALM_135_m3,Intra,22,ALM,Ovis aries,MHar,MHar iii,Urban,-1.7,-1.8
ALM_135_c,ALM_135,m3,ALM_135_m3,Intra,18,ALM,Ovis aries,MHar,MHar iii,Urban,-0.2,-1
ALM_135_d,ALM_135,m3,ALM_135_m3,Intra,15,ALM,Ovis aries,MHar,MHar iii,Urban,1.2,-0.2
ALM_135_e,ALM_135,m3,ALM_135_m3,Intra,13,ALM,Ovis aries,MHar,MHar iii,Urban,0.2,0.1
ALM_135_f,ALM_135,m3,ALM_135_m3,Intra,10,ALM,Ovis aries,MHar,MHar iii,Urban,-0.6,0.6
ALM_135_g,ALM_135,m3,ALM_135_m3,Intra,6,ALM,Ovis aries,MHar,MHar iii,Urban,-2.8,1.2
ALM_152_a,ALM_152,M2,ALM_152_M2,Intra,35,ALM,Bos indicus,MHar,MHar iii,Urban,1.3,0.8
ALM_152_b,ALM_152,M2,ALM_152_M2,Intra,32,ALM,Bos indicus,MHar,MHar iii,Urban,1.3,0.8
ALM_152_c,ALM_152,M2,ALM_152_M2,Intra,28,ALM,Bos indicus,MHar,MHar iii,Urban,0.9,1.3
ALM_152_d,ALM_152,M2,ALM_152_M2,Intra,25,ALM,Bos indicus,MHar,MHar iii,Urban,-0.8,1.9
ALM_152_e,ALM_152,M2,ALM_152_M2,Intra,21,ALM,Bos indicus,MHar,MHar iii,Urban,-1.6,2.1
ALM_152_f,ALM_152,M2,ALM_152_M2,Intra,17,ALM,Bos indicus,MHar,MHar iii,Urban,-2.5,2.3
ALM_152_g,ALM_152,M2,ALM_152_M2,Intra,14,ALM,Bos indicus,MHar,MHar iii,Urban,-1.8,2.2
ALM_152_h,ALM_152,M2,ALM_152_M2,Intra,10,ALM,Bos indicus,MHar,MHar iii,Urban,-2.5,1.8
ALM_152_i,ALM_152,M2,ALM_152_M2,Intra,6,ALM,Bos indicus,MHar,MHar iii,Urban,-1.8,1.2
ALM_152_j,ALM_152,M2,ALM_152_M2,Intra,3,ALM,Bos indicus,MHar,MHar iii,Urban,-1.8,0.7
ALM_153_a,ALM_153,M3,ALM_153_M3,Intra,40,ALM,Bos indicus,MHar,MHar iii,Urban,-0.1,-0.6
ALM_153_b,ALM_153,M3,ALM_153_M3,Intra,37,ALM,Bos indicus,MHar,MHar iii,Urban,0.7,-0.6
ALM_153_c,ALM_153,M3,ALM_153_M3,Intra,34,ALM,Bos indicus,MHar,MHar iii,Urban,0.6,-0.1
ALM_153_d,ALM_153,M3,ALM_153_M3,Intra,31,ALM,Bos indicus,MHar,MHar iii,Urban,-0.6,0.3
ALM_153_e,ALM_153,M3,ALM_153_M3,Intra,27,ALM,Bos indicus,MHar,MHar iii,Urban,-0.4,0.7
ALM_153_g,ALM_153,M3,ALM_153_M3,Intra,20,ALM,Bos indicus,MHar,MHar iii,Urban,-1.7,1.5
ALM_153_h,ALM_153,M3,ALM_153_M3,Intra,16,ALM,Bos indicus,MHar,MHar iii,Urban,-2.3,1
ALM_153_i,ALM_153,M3,ALM_153_M3,Intra,11,ALM,Bos indicus,MHar,MHar iii,Urban,-1.6,0.1
ALM_153_j,ALM_153,M3,ALM_153_M3,Intra,7,ALM,Bos indicus,MHar,MHar iii,Urban,-0.4,-0.4
ALM_183_a,ALM_183,M3,ALM_183_M3,Intra,33,ALM,Bos indicus,PGW,PGW,Post-Indus,-1.2,3.9
ALM_183_b,ALM_183,M3,ALM_183_M3,Intra,29,ALM,Bos indicus,PGW,PGW,Post-Indus,0.1,3.6
ALM_183_c,ALM_183,M3,ALM_183_M3,Intra,26,ALM,Bos indicus,PGW,PGW,Post-Indus,-1.1,3.8
ALM_183_d,ALM_183,M3,ALM_183_M3,Intra,22,ALM,Bos indicus,PGW,PGW,Post-Indus,1.4,3.7
ALM_183_e,ALM_183,M3,ALM_183_M3,Intra,18,ALM,Bos indicus,PGW,PGW,Post-Indus,1.7,3.6
ALM_183_f,ALM_183,M3,ALM_183_M3,Intra,15,ALM,Bos indicus,PGW,PGW,Post-Indus,1.8,4
ALM_183_g,ALM_183,M3,ALM_183_M3,Intra,11,ALM,Bos indicus,PGW,PGW,Post-Indus,0,3.8
ALM_183_h,ALM_183,M3,ALM_183_M3,Intra,8,ALM,Bos indicus,PGW,PGW,Post-Indus,-0.2,4.2
ALM_196_a,ALM_196,M2,ALM_196_M2,Intra,2,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,-3.4,4.1
ALM_196_b,ALM_196,M2,ALM_196_M2,Intra,24,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,-2.6,3
ALM_196_c,ALM_196,M2,ALM_196_M2,Intra,20,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,-1,2.2
ALM_196_d,ALM_196,M2,ALM_196_M2,Intra,17,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,0.8,1
ALM_196_e,ALM_196,M2,ALM_196_M2,Intra,13,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,0.7,0.1
ALM_196_f,ALM_196,M2,ALM_196_M2,Intra,9,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,1.2,0.2
ALM_196_g,ALM_196,M2,ALM_196_M2,Intra,6,ALM,Tetracerus quadricornus,PGW,PGW,Post-Indus,1.6,0.8
ALM_259_a,ALM_259,m3,ALM_259_m3,Intra,17,ALM,Antilope cervicapra,PGW,PGW,Post-Indus,2.5,-1
ALM_259_b,ALM_259,m3,ALM_259_m3,Intra,15,ALM,Antilope cervicapra,PGW,PGW,Post-Indus,3.1,0.2
ALM_259_c,ALM_259,m3,ALM_259_m3,Intra,13,ALM,Antilope cervicapra,PGW,PGW,Post-Indus,0.6,0.9
ALM_259_d,ALM_259,m3,ALM_259_m3,Intra,10,ALM,Antilope cervicapra,PGW,PGW,Post-Indus,0.7,1.6
ALM_259_e,ALM_259,m3,ALM_259_m3,Intra,8,ALM,Antilope cervicapra,PGW,PGW,Post-Indus,-0.9,1.8
ALM_259_f,ALM_259,m3,ALM_259_m3,Intra,5,ALM,Antilope cervicapra,PGW,PGW,Post-Indus,-1.1,0.2
ALM_NN011_a,ALM_NN011,M3,ALM_NN011_M3,Intra,26,ALM,Bos indicus,PGW,PGW,Post-Indus,1.4,2.9
ALM_NN011_c,ALM_NN011,M3,ALM_NN011_M3,Intra,20,ALM,Bos indicus,PGW,PGW,Post-Indus,2.6,3.2
ALM_NN011_d,ALM_NN011,M3,ALM_NN011_M3,Intra,17,ALM,Bos indicus,PGW,PGW,Post-Indus,0.8,3.4
ALM_NN011_e,ALM_NN011,M3,ALM_NN011_M3,Intra,15,ALM,Bos indicus,PGW,PGW,Post-Indus,0.1,3.6
ALM_NN011_f,ALM_NN011,M3,ALM_NN011_M3,Intra,13,ALM,Bos indicus,PGW,PGW,Post-Indus,-0.5,3.8
ALM_NN011_g,ALM_NN011,M3,ALM_NN011_M3,Intra,10,ALM,Bos indicus,PGW,PGW,Post-Indus,-2.6,3.8
ALM_NN011_h,ALM_NN011,M3,ALM_NN011_M3,Intra,7,ALM,Bos indicus,PGW,PGW,Post-Indus,-4.2,3.5
ALM031_M1_2,ALM_031,M1/M2,ALM_031_M1/M2,Bulk,NA,ALM,Sus scrofa,MHar,MHar iii,Urban,-3.4,-9.3
ALM102_M1,ALM_102,M1,ALM_102_M1,Bulk,NA,ALM,Sus domesticus,PGW,PGW,Post-Indus,-7.1,-11.9
ALM114_M1,ALM_114,M1,ALM_114_M1,Bulk,NA,ALM,Sus domesticus,PGW,PGW,Post-Indus,-6.3,-11.6
ALM126_M2,ALM_126,M2,ALM_126_M2,Bulk,NA,ALM,Sus scrofa,MHar,MHar iii,Urban,-5.5,-9.9
ALM200_M1_2,ALM_200,M1/M2,ALM_200_M1/M2,Bulk,NA,ALM,Capra hircus,Medieval/PGW,Medieval/PGW,Post-Indus,-0.9,-1.8
ALM230_M1_2_a,ALM_230,M1/M2,ALM_230_M1/M2,Intra,31.9,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,2.7,-0.4
ALM230_M1_2_b,ALM_230,M1/M2,ALM_230_M1/M2,Intra,29.4,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,2.6,-0.1
ALM230_M1_2_c,ALM_230,M1/M2,ALM_230_M1/M2,Intra,27.9,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,2,0.1
ALM230_M1_2_d,ALM_230,M1/M2,ALM_230_M1/M2,Intra,25.6,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,3.7,0.2
ALM230_M1_2_e,ALM_230,M1/M2,ALM_230_M1/M2,Intra,22.9,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,2.8,0.2
ALM230_M1_2_f,ALM_230,M1/M2,ALM_230_M1/M2,Intra,20,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,2.8,0.3
ALM230_M1_2_g,ALM_230,M1/M2,ALM_230_M1/M2,Intra,17.8,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,1.4,0.3
ALM230_M1_2_h,ALM_230,M1/M2,ALM_230_M1/M2,Intra,15.1,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,0.3,0.6
ALM230_M1_2_i,ALM_230,M1/M2,ALM_230_M1/M2,Intra,11.7,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,-1.2,1
ALM230_M1_2_j,ALM_230,M1/M2,ALM_230_M1/M2,Intra,8.9,ALM,Capra/Ovis,Early Historic,Early Historic,Post-Indus,-1.7,1
ALM232_M1_a,ALM_232,M1,ALM_232_M1,Intra,16.5,ALM,Capra hircus,Early Historic,Early Historic,Post-Indus,-1,0.8
ALM232_M1_b,ALM_232,M1,ALM_232_M1,Intra,13.7,ALM,Capra hircus,Early Historic,Early Historic,Post-Indus,0.9,0.7
ALM232_M1_c,ALM_232,M1,ALM_232_M1,Intra,10.6,ALM,Capra hircus,Early Historic,Early Historic,Post-Indus,0.4,0.6
ALM232_M1_d,ALM_232,M1,ALM_232_M1,Intra,7.2,ALM,Capra hircus,Early Historic,Early Historic,Post-Indus,0.3,0.4
ALM232_M1_e,ALM_232,M1,ALM_232_M1,Intra,4.2,ALM,Capra hircus,Early Historic,Early Historic,Post-Indus,-1.5,1.3
ALMNN013_M1_2_a,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,33.4,ALM,Capra/Ovis,PGW,PGW,Post-Indus,2.6,0.5
ALMNN013_M1_2_b,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,30,ALM,Capra/Ovis,PGW,PGW,Post-Indus,2.3,0.6
ALMNN013_M1_2_d,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,23,ALM,Capra/Ovis,PGW,PGW,Post-Indus,-1.1,1.2
ALMNN013_M1_2_e,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,19,ALM,Capra/Ovis,PGW,PGW,Post-Indus,-2.8,2.3
ALMNN013_M1_2_f,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,14.5,ALM,Capra/Ovis,PGW,PGW,Post-Indus,-3.8,2.2
ALMNN013_M1_2_g,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,11,ALM,Capra/Ovis,PGW,PGW,Post-Indus,-2.9,2.6
ALMNN013_M1_2_h,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,7.5,ALM,Capra/Ovis,PGW,PGW,Post-Indus,-2.3,1.9
ALMNN013_M1_2_i,ALMNN_013,M1/M2,ALMNN_013_M1/M2,Intra,4.1,ALM,Capra/Ovis,PGW,PGW,Post-Indus,-2.1,1.9
BRJ_636_a,BRJ_636,m2,BRJ_636_m2,Intra,25.5,BRJ,Tetracerus quadricornus,PGW,PGW,Post-Indus,-0.2,3
BRJ_636_c,BRJ_636,m2,BRJ_636_m2,Intra,19,BRJ,Tetracerus quadricornus,PGW,PGW,Post-Indus,-1.2,2.6
BRJ_636_e,BRJ_636,m2,BRJ_636_m2,Intra,9.5,BRJ,Tetracerus quadricornus,PGW,PGW,Post-Indus,0.5,2.3
BRJ_648_a,BRJ_648,m2,BRJ_648_m2,Intra,14,BRJ,Tetracerus quadricornus,PGW,PGW,Post-Indus,6.1,-4.5
BRJ_648_b,BRJ_648,m2,BRJ_648_m2,Intra,9,BRJ,Tetracerus quadricornus,PGW,PGW,Post-Indus,5.7,-4.6
BRJ_648_c,BRJ_648,m2,BRJ_648_m2,Intra,6,BRJ,Tetracerus quadricornus,PGW,PGW,Post-Indus,3.7,-4.1
BRJ_652_bulk,BRJ_652,M1/M2,BRJ_652_M1/M2,Bulk,NA,BRJ,Bos indicus,PGW,PGW,Post-Indus,3,2.7
BRJ_655_a,BRJ_655,M3,BRJ_655_M3,Intra,36,BRJ,Bos indicus,PGW,PGW,Post-Indus,-0.7,3.6
BRJ_655_b,BRJ_655,M3,BRJ_655_M3,Intra,34,BRJ,Bos indicus,PGW,PGW,Post-Indus,-0.6,3.4
BRJ_655_c,BRJ_655,M3,BRJ_655_M3,Intra,31,BRJ,Bos indicus,PGW,PGW,Post-Indus,0.2,3.3
BRJ_655_d,BRJ_655,M3,BRJ_655_M3,Intra,29,BRJ,Bos indicus,PGW,PGW,Post-Indus,0.8,3.4
BRJ_655_e,BRJ_655,M3,BRJ_655_M3,Intra,26,BRJ,Bos indicus,PGW,PGW,Post-Indus,1.7,3.1
BRJ_655_f,BRJ_655,M3,BRJ_655_M3,Intra,22,BRJ,Bos indicus,PGW,PGW,Post-Indus,2.4,2.8
BRJ_655_h,BRJ_655,M3,BRJ_655_M3,Intra,15,BRJ,Bos indicus,PGW,PGW,Post-Indus,1.4,3
BRJ_655_i,BRJ_655,M3,BRJ_655_M3,Intra,12,BRJ,Bos indicus,PGW,PGW,Post-Indus,1.2,2.8
BRJ_655_j,BRJ_655,M3,BRJ_655_M3,Intra,9,BRJ,Bos indicus,PGW,PGW,Post-Indus,0.4,3.1
BRJ_686_a,BRJ_686,m3,BRJ_686_m3,Intra,34,BRJ,Bos indicus,MHar,MHar i,Urban,-0.4,3.3
BRJ_686_b,BRJ_686,m3,BRJ_686_m3,Intra,32,BRJ,Bos indicus,MHar,MHar i,Urban,-0.9,3.5
BRJ_686_c,BRJ_686,m3,BRJ_686_m3,Intra,30,BRJ,Bos indicus,MHar,MHar i,Urban,-0.8,3.4
BRJ_686_d,BRJ_686,m3,BRJ_686_m3,Intra,27,BRJ,Bos indicus,MHar,MHar i,Urban,-0.8,3.5
BRJ_686_e,BRJ_686,m3,BRJ_686_m3,Intra,24,BRJ,Bos indicus,MHar,MHar i,Urban,-0.9,3.2
BRJ_686_f,BRJ_686,m3,BRJ_686_m3,Intra,22,BRJ,Bos indicus,MHar,MHar i,Urban,-0.7,3.1
BRJ_686_h,BRJ_686,m3,BRJ_686_m3,Intra,16,BRJ,Bos indicus,MHar,MHar i,Urban,0.3,2.9
BRJ_686_i,BRJ_686,m3,BRJ_686_m3,Intra,12,BRJ,Bos indicus,MHar,MHar i,Urban,1.2,3.2
BRJ_686_j,BRJ_686,m3,BRJ_686_m3,Intra,9,BRJ,Bos indicus,MHar,MHar i,Urban,1.3,3.1
BRJ_686_k,BRJ_686,m3,BRJ_686_m3,Intra,6,BRJ,Bos indicus,MHar,MHar i,Urban,1.4,3.6
BRJ_808_a,BRJ_808,M3,BRJ_808_M3,Intra,35,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,3,3.1
BRJ_808_b,BRJ_808,M3,BRJ_808_M3,Intra,33,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,3.8,3.1
BRJ_808_c,BRJ_808,M3,BRJ_808_M3,Intra,31,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,3.5,2.9
BRJ_808_d,BRJ_808,M3,BRJ_808_M3,Intra,28,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,3,2.8
BRJ_808_e,BRJ_808,M3,BRJ_808_M3,Intra,25,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,3,2.7
BRJ_808_f,BRJ_808,M3,BRJ_808_M3,Intra,22,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,4.1,2.8
BRJ_808_g,BRJ_808,M3,BRJ_808_M3,Intra,19,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,0.8,2.9
BRJ_808_h,BRJ_808,M3,BRJ_808_M3,Intra,14,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,2.5,3.1
BRJ_808_i,BRJ_808,M3,BRJ_808_M3,Intra,10,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,-0.2,3.6
BRJ_808_j,BRJ_808,M3,BRJ_808_M3,Intra,7,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,-0.9,3.8
BRJ_808_k,BRJ_808,M3,BRJ_808_M3,Intra,4,BRJ,Bos indicus,Early Historic,Early Historic,Post-Indus,0.2,3.5
BRJ_NN01_bulk,BRJ_NN01,M1/M2,BRJ_NN01_M1/M2,Bulk,NA,BRJ,Bos indicus,PGW,PGW,Post-Indus,2,1.5
DVC_018_bulk,DVC_018,M3,DVC_018_M3,Bulk,NA,DVC,Capra hircus,MHar,MHar i,Urban,2.8,-1.9
DVC_107_a,DVC_107,m3,DVC_107_m3,Intra,20,DVC,Bos indicus,MHar,MHar i,Urban,1.3,3.2
DVC_107_b,DVC_107,m3,DVC_107_m3,Intra,18,DVC,Bos indicus,MHar,MHar i,Urban,1,3.3
DVC_107_c,DVC_107,m3,DVC_107_m3,Intra,14,DVC,Bos indicus,MHar,MHar i,Urban,0.8,3.3
DVC_107_d,DVC_107,m3,DVC_107_m3,Intra,12,DVC,Bos indicus,MHar,MHar i,Urban,1.1,3.4
DVC_107_e,DVC_107,m3,DVC_107_m3,Intra,9,DVC,Bos indicus,MHar,MHar i,Urban,1,3.3
DVC_107_f,DVC_107,m3,DVC_107_m3,Intra,7,DVC,Bos indicus,MHar,MHar i,Urban,0.9,3.3
DVC_107_g,DVC_107,m3,DVC_107_m3,Intra,5,DVC,Bos indicus,MHar,MHar i,Urban,0.9,3.2
DVC_107_h,DVC_107,m3,DVC_107_m3,Intra,3,DVC,Bos indicus,MHar,MHar i,Urban,0.7,2.8
DVC_107_i,DVC_107,m3,DVC_107_m3,Intra,1,DVC,Bos indicus,MHar,MHar i,Urban,0.9,2.5
DVC_222_b,DVC_222,M3,DVC_222_M3,Intra,12.5,DVC,Capra hircus,MHar,MHar i,Urban,2.6,-3.2
DVC_222_c,DVC_222,M3,DVC_222_M3,Intra,6.5,DVC,Capra hircus,MHar,MHar i,Urban,1.6,-3.9
DVC_225_a,DVC_225,M2,DVC_225_M2,Intra,13,DVC,Bos indicus,MHar,MHar i,Urban,1.4,3
DVC_225_b,DVC_225,M2,DVC_225_M2,Intra,10,DVC,Bos indicus,MHar,MHar i,Urban,0.8,3.1
DVC_225_c,DVC_225,M2,DVC_225_M2,Intra,7,DVC,Bos indicus,MHar,MHar i,Urban,0,3.5
DVC_225_d,DVC_225,M2,DVC_225_M2,Intra,4,DVC,Bos indicus,MHar,MHar i,Urban,-0.8,3.9
DVC_225_e,DVC_225,M2,DVC_225_M2,Intra,15,DVC,Bos indicus,MHar,MHar i,Urban,-0.9,4
DVC_279_a,DVC_279,M3,DVC_279_M3,Intra,44,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,0.7,3.2
DVC_279_b,DVC_279,M3,DVC_279_M3,Intra,37,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,-0.8,3.5
DVC_279_c,DVC_279,M3,DVC_279_M3,Intra,32,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,-0.9,3.6
DVC_279_d,DVC_279,M3,DVC_279_M3,Intra,29,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,-0.7,3.7
DVC_279_e,DVC_279,M3,DVC_279_M3,Intra,25,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,-0.2,3.5
DVC_279_f,DVC_279,M3,DVC_279_M3,Intra,23,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,1.1,3.6
DVC_279_g,DVC_279,M3,DVC_279_M3,Intra,19,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,1.4,3.7
DVC_279_h,DVC_279,M3,DVC_279_M3,Intra,15,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,2.4,3.7
DVC_279_i,DVC_279,M3,DVC_279_M3,Intra,11,DVC,Bubalus bubalis,Early Historic,Early Historic,Post-Indus,3,3.7
DVC_502_a,DVC_502,M2,DVC_502_M2,Intra,32,DVC,Bubalus bubalis,MHar,MHar i,Urban,1.7,1.3
DVC_502_b,DVC_502,M2,DVC_502_M2,Intra,28,DVC,Bubalus bubalis,MHar,MHar i,Urban,2.1,1.6
DVC_502_c,DVC_502,M2,DVC_502_M2,Intra,25,DVC,Bubalus bubalis,MHar,MHar i,Urban,0.1,2.6
DVC_502_d,DVC_502,M2,DVC_502_M2,Intra,18,DVC,Bubalus bubalis,MHar,MHar i,Urban,0,3
DVC_502_e,DVC_502,M2,DVC_502_M2,Intra,13,DVC,Bubalus bubalis,MHar,MHar i,Urban,-0.7,3.2
DVC_509_a,DVC_509,m2,DVC_509_m2,Intra,25,DVC,Bos indicus,MHar,MHar i,Urban,-1.5,1.2
DVC_509_b,DVC_509,m2,DVC_509_m2,Intra,21,DVC,Bos indicus,MHar,MHar i,Urban,-2,1.7
DVC_509_c,DVC_509,m2,DVC_509_m2,Intra,18,DVC,Bos indicus,MHar,MHar i,Urban,-2.4,1.9
DVC_509_d,DVC_509,m2,DVC_509_m2,Intra,14,DVC,Bos indicus,MHar,MHar i,Urban,-2.3,2
DVC_509_e,DVC_509,m2,DVC_509_m2,Intra,10,DVC,Bos indicus,MHar,MHar i,Urban,-2.1,2.1
DVC_509_f,DVC_509,m2,DVC_509_m2,Intra,7,DVC,Bos indicus,MHar,MHar i,Urban,-2,2.2
DVC_509_g,DVC_509,m2,DVC_509_m2,Intra,5,DVC,Bos indicus,MHar,MHar i,Urban,-1.5,1.8
DVC_554*,DVC_554,M2,DVC_554_M2,Bulk,NA,DVC,Sus scrofa,MHar,MHar i,Urban,-2.2,-9
DVC_558_a,DVC_558,M2,DVC_558_M2,Intra,27,DVC,Capra hircus,MHar,MHar i,Urban,4.5,-0.9
DVC_558_b,DVC_558,M2,DVC_558_M2,Intra,23,DVC,Capra hircus,MHar,MHar i,Urban,5.8,-0.8
DVC_560_a,DVC_560,M2,DVC_560_M2,Intra,21,DVC,Cervus unicolor,MHar,MHar i,Urban,0,1.9
DVC_560_b,DVC_560,M2,DVC_560_M2,Intra,17,DVC,Cervus unicolor,MHar,MHar i,Urban,1.9,0.6
DVC_560_c,DVC_560,M2,DVC_560_M2,Intra,13,DVC,Cervus unicolor,MHar,MHar i,Urban,3.3,-0.4
DVC_560_d,DVC_560,M2,DVC_560_M2,Intra,10,DVC,Cervus unicolor,MHar,MHar i,Urban,3.3,-1.1
DVC_560_e,DVC_560,M2,DVC_560_M2,Intra,7,DVC,Cervus unicolor,MHar,MHar i,Urban,4.2,-1.8
DVC_560_f,DVC_560,M2,DVC_560_M2,Intra,5,DVC,Cervus unicolor,MHar,MHar i,Urban,3.7,-1.6
